workload,seed,query_id,algorithm,latency_ms,recall_at_10,valid_result_rate,exact_subset_size,subset_size_estimate,subset_estimate_error,estimate_num_cells,estimate_avg_cell_size,query_window_width,price_range_width,category_present,candidate_count,filtered_out_count,visited_partitions,ann_expansion_rounds,exact_distance_computations,planner_type,planner_mode,planner_feature_subset_size,planner_feature_num_cells,planner_feature_avg_cell_size,planner_feature_query_window_width,planner_feature_price_range_width,planner_feature_category_present,planner_feature_active_records,planner_feature_tombstoned_records,planner_feature_tombstone_ratio,planner_feature_open_ended_fraction,planner_feature_fragmentation_score,best_mode,best_mode_latency_ms,best_mode_recall_at_10,active_records,tombstoned_records,tombstone_ratio,rebuild_count,cell_rebuild_count,compaction_count,deleted_record_count,expired_record_count,open_ended_fraction,index_visible_size
static_smoke,7,50,hybrid,0.18529995577409863,1.0,1.0,21,22.11352619439227,0.05302505687582245,19,1.631578947368421,18,9.3562863173048,0,21,1979,0,0,21,RuleBasedPlanner,exact,22.11352619439227,19,1.631578947368421,18,9.3562863173048,0,2000,0,0.0,0.0,0.8592026361140981,partition_ann,0.1409000251442194,1.0,2000.0,0.0,0.0,1.0,1476.0,0.0,0.0,0.0,0.0,
static_smoke,7,51,exact,0.1803000341169536,1.0,1.0,14,14.483752409854855,0.034553743561061064,11,1.5454545454545454,18,9.3562863173048,0,14,1986,0,0,14,,,,,,,,0,,,,,,partition_ann,0.13269996270537376,1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
static_smoke,7,51,global_filter,1.1682999902404845,1.0,1.0,14,14.483752409854855,0.034553743561061064,11,1.5454545454545454,18,9.3562863173048,0,1600,980,0,5,10,,,,,,,,0,,,,,,partition_ann,0.13269996270537376,1.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000
static_smoke,7,51,partition_ann,0.13269996270537376,1.0,1.0,14,14.483752409854855,0.034553743561061064,11,1.5454545454545454,18,9.3562863173048,0,17,3,11,0,14,,,,,,,,0,,,,,,partition_ann,0.13269996270537376,1.0,2000.0,0.0,0.0,0.0,1476.0,0.0,0.0,0.0,0.0,
static_smoke,7,51,hybrid,0.1852000132203102,1.0,1.0,14,14.483752409854855,0.034553743561061064,11,1.5454545454545454,18,9.3562863173048,0,14,1986,0,0,14,RuleBasedPlanner,exact,14.483752409854855,11,1.5454545454545454,18,9.3562863173048,0,2000,0,0.0,0.0,0.7594716955058909,partition_ann,0.13269996270537376,1.0,2000.0,0.0,0.0,1.0,1476.0,0.0,0.0,0.0,0.0,
static_smoke,7,52,exact,0.18540001474320889,1.0,1.0,19,19.52353210234115,0.027554321175850004,17,1.411764705882353,18,9.3562863173048,0,19,1981,0,0,19,,,,,,,,0,,,,,,partition_ann,0.13699999544769526,1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
static_smoke,7,52,global_filter,1.1380999931134284,1.0,1.0,19,19.52353210234115,0.027554321175850004,17,1.411764705882353,18,9.3562863173048,0,1600,983,0,5,10,,,,,,,,0,,,,,,partition_ann,0.13699999544769526,1.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000
static_smoke,7,52,partition_ann,0.13699999544769526,1.0,1.0,19,19.52353210234115,0.027554321175850004,17,1.411764705882353,18,9.3562863173048,0,24,5,17,0,19,,,,,,,,0,,,,,,partition_ann,0.13699999544769526,1.0,2000.0,0.0,0.0,0.0,1476.0,0.0,0.0,0.0,0.0,
static_smoke,7,52,hybrid,0.1873999717645347,1.0,1.0,19,19.52353210234115,0.027554321175850004,17,1.411764705882353,18,9.3562863173048,0,19,1981,0,0,19,RuleBasedPlanner,exact,19.52353210234115,17,1.411764705882353,18,9.3562863173048,0,2000,0,0.0,0.0,0.8707440800612845,partition_ann,0.13699999544769526,1.0,2000.0,0.0,0.0,1.0,1476.0,0.0,0.0,0.0,0.0,
static_smoke,7,53,exact,0.1672000507824123,1.0,1.0,5,6.0,0.2,4,1.5,10,9.3562863173048,0,5,1995,0,0,5,,,,,,,,0,,,,,,partition_ann,0.112100038677454,1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
static_smoke,7,53,global_filter,1.7853000317700207,1.0,1.0,5,6.0,0.2,4,1.5,10,9.3562863173048,0,2000,1995,0,6,5,,,,,,,,0,,,,,,partition_ann,0.112100038677454,1.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000
static_smoke,7,53,partition_ann,0.112100038677454,1.0,1.0,5,6.0,0.2,4,1.5,10,9.3562863173048,0,6,1,4,0,5,,,,,,,,0,,,,,,partition_ann,0.112100038677454,1.0,2000.0,0.0,0.0,0.0,1476.0,0.0,0.0,0.0,0.0,
static_smoke,7,53,hybrid,0.17169996863231063,1.0,1.0,5,6.0,0.2,4,1.5,10,9.3562863173048,0,5,1995,0,0,5,RuleBasedPlanner,exact,6.0,4,1.5,10,9.3562863173048,0,2000,0,0.0,0.0,0.6666666666666666,partition_ann,0.112100038677454,1.0,2000.0,0.0,0.0,1.0,1476.0,0.0,0.0,0.0,0.0,
